,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,s,Citation,City,State/Province,Country,Latitude,Longitude
460,LOC Conundrum Supper,,,'1907-11-01,,Lecture room of the church,"Salt Lake City, Utah",Deseret Evening News,,Junior Epworth league,,,,,,,,Salt Lake City, Utah, U.S.,40.7670126,-111.8904308
461,LOC Conundrum Supper,,,'1906-11-28,,Old Methodist church,"Potosi, Missouri",Potosi journal,,Ladies guild of Trinity church,,,,,,,,Potosi, Missouri, U.S.,37.936438,-90.7879086
462,LOC Conundrum Supper,,,'1901-11-29,,,"Norfolk, Nebraska",The Norfolk weekly news-journal,,,,,,,,,,Norfolk, Nebraska, U.S.,42.0283379,-97.4169964
463,LOC Conundrum Supper,,,'1900-11-28,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned December 05.,Mrs. J. E. Austin,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
464,LOC Conundrum Supper,,,'1909-10-03,,Home of Mrs. J. E. Austin,"Salt Lake City, Utah",The Salt Lake Herald-Republican,Also mentioned October 02,Faithful Workers of the Methodist church,,,,,,,,Salt Lake City, Utah, U.S.,40.7670126,-111.8904308
465,LOC Conundrum Supper,,,'1895-10-04,,Residence of J.S. Sanford,"Redding, Connecticut",The Newtown bee,,Ladies’ Aid society of the Congregational church,,,,,,,,Redding, Connecticut, U.S.,41.3025956,-73.3834532
466,LOC Conundrum Supper,,,'1909-05-14,,Grange hall,"Easton, Connecticut",The Newtown bee,,Young people of St. Clement’s church,,,,,,,,Easton, Connecticut, U.S.,41.2528738,-73.2973394
467,LOC Conundrum Supper,,,'1896-10-09,,Guild hall,"St. Paul, Minnesota",The Saint Paul globe,"Contains eBOF; Same event is referenced is the issues from October 04, October 06, and October 08,",Mrs. A.B. Coffinberry’s of Grace church,,,,,Fruit of the Spinning Wheel. Fruit of the Vine. Elegy of Tears. A Porous Marine Substance. What the Winner Always Does. Preserved in the Ark. Perpetual Motion. Cause of Neighbors' Contention. New England Brains. Two for a Cent. Staff of Life. Georgians. Skipper's Home. Ivory Manipulators. Joy of Darwin's Ancestors. Ruin of the World. Spring's Offering. Boston's Overthrow. What Asthmatic People Are. A Chip of the Old Block.,,,St. Paul, Minnesota, U.S.,44.9504037,-93.1015026
468,LOC Conundrum Supper,,,'1892-05-15,,Residence of Dr. and Mrs. C.H. Johnston,"Grand Rapids, Michigan",Grand Rapids herald,Contains eBOF,,,,,,Menu Conundrum Social. Women of Grit. An Early Man. An Unruly Member. Israel's Joy. Spring's Offering. Fruit of the Vine. A Consumptive Vowel. Tabby's Party. Jack's Delight. Smartness. Sharpness. Fruit of the Forest. Sweets from Greece. Patrick's Favorite. A Girl's Name and an Ad. Innocent's Food.,,,Grand Rapids, Michigan, U.S.,42.9632405,-85.6678639
469,LOC Conundrum Supper,,,'1897-10-08,,,"Bradford, Vermont",The United Opinion,,R.N. of A.,,,,,,,,Bradford, Vermont, U.S.,43.992815,-72.129364
470,LOC Conundrum Supper,,,'1901-05-16,,,"Washburn, Wisconsin",The Washburn Times,,The girls of the senior class in the village school,,,,,,,,Washburn, Wisconsin, U.S.,45.8926321,-91.7971652
471,LOC Conundrum Supper,,,'1911-05-16,,Town Hall,"Barre, Vermont",The Barre Daily Times,Also mentioned on May 08.,Delaware Grange,,,,,,,,Barre, Vermont, U.S.,44.197467,-72.502213
472,LOC Conundrum Supper,,,'1911-10-03,,Newport,"Newport, Delaware",Evening journal,"Same event is referenced in the issues from September 19, September 26, October 21, October 24, and probably October 10",Christian Endeavorers,,,,,,,,Newport, Delaware, U.S.,39.7143285,-75.60790804
473,LOC Conundrum Supper,,,'1898-05-17,,Garland Chapel,"Bethel, Maine",Oxford Democrat,,Sewing and Mite Society,,,,,,,,Bethel, Maine, U.S.,44.404354,-70.791092
474,LOC Conundrum Supper,,,'1897-10-07,,,"West Randolph, Vermont",Herald and News,,Helping Hand society,,,,,,,,West Randolph, Vermont, U.S.,43.925099,-72.666321
475,LOC Conundrum Supper,,,'1893-10-07,,Dining room of the church,"Jersey City, New Jersey",The Jersey City news,"Same event is referenced in the issues from October 10, October 14, and October 21",,,,,,,,,Jersey City, New Jersey, U.S.,40.7281575,-74.0776417
476,LOC Conundrum Supper,,,'1892-05-18,,A Harlem Church [?],"Mifflintown, Pennsylvania",Juniata Sentinel and Repbulican,Menu included.,Maple lodge,,,,,Boston overthrows; woman's weapon; have eyes out see not; skipper's harbor; Boston brains; son of Noah; enchantress of the bench; Tabby's party; tree cake; wooden manipulators; berry extract.,,,Mifflintown, Pennsylvania, U.S.,40.5697996,-77.3969339
477,LOC Conundrum Supper,,,'1898-10-06,,Maple hall,"North Deering, Maine",The Portland daily press,,Ladies’ Aid society,,,,,,,,North Deering, Maine, U.S.,43.6998031,-70.2878269
478,LOC Conundrum Supper,,,'1892-10-06,,Good Templar’s hall,"Princeton, Minnesota",The Princeton union,Same event is referenced in the issue from October 13,Ladies’ Aid society of the M.E. church,,,,,,,,Princeton, Minnesota, U.S.,45.5726619,-93.5853656
479,LOC Conundrum Supper,,,'1904-05-18,,,"Lewiston, Montana",Fergus County argus,Contains eBOF; same event is referenced twice in the same newspaper as well as in the issue from May 11,Campanian Lake Grange,,,,,"Son of Noah, A Woman's Weapon, Irishman's Standby, Chips, What Some People Don't Know, Staff of Life, Whiplashes, Playful Nanny Goat, Boston's Overthrow, A Dainty Mosel, What the Patient Has and the Doctor Gets, A Wise Beverage, Will W Up, Skipper's Home, Hot Stuff, Relics of Greece, Transparent Sweetness, A Child's Delight, Ivory Manipulators.",,,Lewiston, Montana, U.S.,44.100351,-70.2147764
480,LOC Conundrum Supper,,,'1916-05-17,,Campanian Lake Grange Hall,"Barton, Vermont",Orleans County Monitor,,Y.P.S.C.E.,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
481,LOC Conundrum Supper,,,'1906-10-10,,G.V.A. hall,"Gilman, Iowa",Evening times-Republican,Contains eBOF,Members of the Episcopal Sunday school,,,,,"Unruly members, causes neighborhood contention, new England brains, food for the spinning wheel, what a boy calls his sweetheart, women of grit, what caused the fall of mankind, hidden tears, true cake, changeable politicans, what asthmatic people are, April's offering, Boston's overthrow.",,,Gilman, Iowa, U.S.,41.8794766,-92.7885874
482,LOC Conundrum Supper,,,'1896-11-28,,Old Silver Moon Restaurant building,"Blackfoot, Idaho",Blackfoot news,,Central Council of Daughters of Liberty,,,,,,,,Blackfoot, Idaho, U.S.,43.190039,-112.348357
483,LOC Conundrum Supper,,,'1904-11-26,,Dubney’s Hall,"Richmond, Virginia",The Times Dispatch,,,,,,,,,,Richmond, Virginia, U.S.,37.5385087,-77.43428
484,LOC Conundrum Supper,,,'1901-11-20,,Academy Hall,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned November 27.,King’s Daughters,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
485,LOC Conundrum Supper,,,'1891-11-11,,Vestry of Congress Street M.E. church,"Portland, Maine",The Portland daily press,“served on the European plan”,Christian Sunday School,,,,,,,,Portland, Maine, U.S.,43.6610277,-70.2548596
486,LOC Conundrum Supper,,,'1896-11-20,,,"Athena, Oregon",The Athena Press,,Miss Jennie Mitchell,,,,,,,,Athena, Oregon, U.S.,45.8119097,-118.491336
487,LOC Conundrum Supper,,,'1902-11-11,,,"Great Salt Lake City, Utah",Deseret Evening News,,,,,,,,,,Great Salt Lake City, Utah, U.S.,41.1866811,-112.5101885
488,LOC Conundrum Supper,,,'1893-11-20,,,"Barton, Vermont",Orleans County Monitor,,Christian Endeavor Society,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
489,LOC Conundrum Supper,,,'1897-11-19,,Free Baptist Church,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,The Christian Endeavor Society,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
490,LOC Conundrum Supper,,,'1907-11-20,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Epworth League,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
491,LOC Conundrum Supper,,,'1899-11-13,,Home of Mr and Mrs Hoyt,"Barton, Vermont",Orleans County Monitor,Mentioned also November 20.,Pansy class and Philathea class,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
492,LOC Conundrum Supper,,,'1915-11-18,,Church Parlors,"Barre, Vermont",The Barre Daily Times,Also mentioned November 09.,Ladies of the Sacred Heart,,,,,,,,Barre, Vermont, U.S.,44.197467,-72.502213
493,LOC Conundrum Supper,,,'1911-11-18,,L’Anse Town Hall,"L’Anse, Michigan",The L’Anse sentinel,,Ladies of the Oak Park Baptist Church,,,,,,,,L’Anse, Michigan, U.S.,46.756599,-88.452909
494,LOC Conundrum Supper,,,'1897-11-15,,Oak Park Chapel,"Sacramento, California",The record-union,Event is referenced twice in the same issue,Bellingham bay society,,,,,,,,Sacramento, California, U.S.,38.5815719,-121.4943996
495,LOC Conundrum Supper,,,'1893-11-17,,,"Olympia, Washington",Washington Standard,,The Daughters of Liberty,,,,,,,,Olympia, Washington, U.S.,47.0451022,-122.8950075
496,LOC Conundrum Supper,,,'1903-11-16,,,"Barton, Vermont",Orleans County Monitor,,,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
497,LOC Conundrum Supper,,,'1900-11-15,,,"West Randolph, Vermont",Herald and News,,Presbyterian Church,,,,,,,,West Randolph, Vermont, U.S.,43.925099,-72.666321
498,LOC Conundrum Supper,,,'1901-11-14,,Old hardware store of Walker Howard & Co.,"Emporium, Pennsylvania",Cameron County Press,,,,,,,,,,Emporium, Pennsylvania, U.S.,41.5114521,-78.2352872
499,LOC Conundrum Supper,,,'1918-11-26,,Church vestry,"St. Johnsbury, Vermont",The Evening Caledonian,,Y.M.C.A.,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
500,LOC Conundrum Supper,,,'1908-11-20,,Jr. O. U. A. M. Hall,"Woodstock, Virginia",Shenandoah Herald,Also mentioned November 27.,Miss Jennie Mitchell,,,,,,,,Woodstock, Virginia, U.S.,38.8817784,-78.5058429
501,LOC Conundrum Supper,,,'1902-11-09,,,"Salt Lake City, Utah",The Salt Lake Herald,,Ladies of Smith’s Chapel,,,,,,,,Salt Lake City, Utah, U.S.,40.7670126,-111.8904308
502,LOC Conundrum Supper,,,'1901-11-02,,Church in Upshur’s neck,"Accomac, Virginia",Peninsula Enterprise,,Ladies of Grace Congregational church,,,,,,,,Accomac, Virginia, U.S.,37.7195742,-75.6654845
503,LOC Conundrum Supper,,,'1890-11-26,,,"St. Paul, Minnesota",St. Paul daily globe,Same event is referenced in the issue from November 28,Ladies’ Aid society of the Jerusalem Christian church,,,,,,,,St. Paul, Minnesota, U.S.,44.9504037,-93.1015026
504,LOC Conundrum Supper,,,'1899-11-24,,Stockton shops,"Clayton, Maryland",The aegis & intelligencer,Same event is referenced in the issue from November 17,,,,,,,,,Clayton, Maryland, U.S.,39.4503856,-76.3546818
505,LOC Conundrum Supper,,,'1892-11-03,,Congregational church hall,"West Randolph, Vermont",Herald and News,Also mentioned November 11.,Y.P.S.C.E.,,,,,,,,West Randolph, Vermont, U.S.,43.925099,-72.666321
506,LOC Conundrum Supper,,,'1893-11-24,,,"Morris, Connecticut",The Newtown bee,Contains eBOF; Same event as the one referenced in the Nov. 3rd issue,Charter Oak lodge,,,,,"The menu comprised hosts of good things from ""Women of grit"" to ""What I do when I see mouse.""",,,Morris, Connecticut, U.S.,41.6842633,-73.1962245
507,LOC Conundrum Supper,,,'1898-11-23,,Charter Oak lodge No. 188 N.E.O.P.,"New Haven, Connecticut",The daily morning journal and courier,,The Epworth league of the Washington M.E. church,,,,,,,,New Haven, Connecticut, U.S.,41.3082138,-72.9250518
508,LOC Conundrum Supper,,,'1891-11-21,,Residence if Rev. J.L. Pearson,"Phoeniz, Arizona",Arizona Republican,,Young men company called “Banner Class”,,,,,,,,Phoeniz, Arizona, U.S.,,
509,LOC Conundrum Supper,,,'1895-11-22,,Congregational chapel,"Westbrook, Maine",The Portland daily press,Contains eBOF; same event is referenced in the issue from November 18,Mrs CL Warnick,,,,,"Meats. Cold carved creature; cold cured squeal, meat for repentance. Sundries. Hot indigestibles; cereal compound concentrated sweetness; churned cream; agricultural facts; aciduous greeness; a grain of truth. Drink.s  Cordial, crystal clear; Chinese la grippe; Boston's overthrow; children cry for it. Pies, Puddings and Cake.s Baked fruit off the vine; nightmare; man's downfall; native pudding; celebrated conglomerates; dentestics a'l'Americaine.",,,Westbrook, Maine, U.S.,43.6770252,-70.3711617
510,LOC Conundrum Supper,,,'1914-11-21,,Residence of Mrs CL Warnick,"American Fork, Utah",American Fork Citizen,"Also mentioned in the Lehi Banner, November 21, 1914.",,,,,,,,,American Fork, Utah, U.S.,40.3768954,-111.7957645
511,LOC Conundrum Supper,,,'1895-11-07,,Town hall,"Mechanicstown, Maryland",Catoctin clarion,,St. Mary’s Guild of the Episcopal Church,,,,,,,,Mechanicstown, Maryland, U.S.,39.62388675,-77.41172579
512,LOC Conundrum Supper,,,'1907-11-07,,Mrs. William Byecraft,"Burlington, Vermont",Burlington Weekly Free Press,,Epworth league of the Bel Air M.E. church,,,,,,,,Burlington, Vermont, U.S.,44.4762975,-73.2135472
513,LOC Conundrum Supper,,,'1907-11-08,,Lecture room of the church,"Aberdeen, Maryland",The aegis & intelligencer,Same event is referenced in the issue from November 15,,,,,,,,,Aberdeen, Maryland, U.S.,39.5095556,-76.1641197
514,LOC Conundrum Supper,,,'1891-11-21,,Centennial hall,"Perrysburg, Ohio",Perrysburg Journal,Menu included.,Village Improvement Society ,,,,,Colossal Collation Consisting of Cuisine Compounds by Competent Cooks. Cold Clapper. Compressed Chopped Creature. Calorified Cereal Compound. Cordial Cheer. Crystal Clear. Condiments. Caccharine Srystals. Castigated Cream. Coagulated Cream. Crackled China. Cyathiform Chinaware. Cpoons. Culinarily Concocted Confections Cut in Cuneiform Cegments. Currency Contribution. Continued Cachimation.,,,Perrysburg, Ohio, U.S.,41.5571178,-83.6279321
515,LOC Conundrum Supper,,,'1916-11-08,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Mrs. James Barbin of Schofield Barracks,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
516,LOC Conundrum Supper,,,'1917-11-06,,Residence of Mrs. James Barbin,"Honolulu, Hawaii",The Hawaiian gazette,,King’s Daughters,,,,,,,,Honolulu, Hawaii, U.S.,21.304547,-157.8556764
517,LOC Conundrum Supper,,,'1897-05-14,,The hall,"Bantam, Connecticut",The Newtown bee,,G.A.R. and W.R.C.,,,,,,,,Bantam, Connecticut, U.S.,41.7245409,-73.2362262
518,LOC Conundrum Supper,,,'1896-05-14,,,Washington D.C.,The National tribune,Cancelled CS,Sunday school of St. Benjamin’s Lutheran Church,,,,,,,,,,,38.8950092,-77.0365625
519,LOC Conundrum Supper,,,'1913-10-10,,Residence of Mr. Milton Yingling (near this city),"Westminster, Maryland",The Democratic advocate,,Men of Gurleyville,,,,,,,,Westminster, Maryland, U.S.,39.5752639,-76.9959277
520,LOC Conundrum Supper,,,'1902-10-23,,,"Mansfield, Connecticut",The Press,,Choate Womens’ Relief Corps,,,,,,,,Mansfield, Connecticut, U.S.,41.7754814,-72.2148133
521,LOC Conundrum Supper,,,'1897-03-25,,G.A.R. Hall,"Napoleon, Ohio",Democratic Northwest and Henry County News,The Staff. What the Street Cars do on the Switch. Sea Nymphs Embellished. Paddy’s Last Resort. I am Sour by You Like Me. I Settle Above Ground. Boston Overthrow. Sahara. Sliced Sweetness. Seed Wrappers. Spring Offerings.,,,,,,,,,Napoleon, Ohio, U.S.,41.3922726,-84.1252243
522,LOC Conundrum Supper,,,'1898-03-25,,Good Templars’ Hall,"Middlebury, Vermont",Middlebury Register,,Ladies of the WRC,,,,,,,,Middlebury, Vermont, U.S.,44.0072736,-73.16330105
523,LOC Conundrum Supper,,,'1892-03-26,,Insurance building,"Salem, Oregon",Evening Capital Journal,Menu included.,Ladies Aid Society,,,,,"New England Brains, What Asthmatic People Are, Boston's Overthrow, Greased Staff, Acids Solidified, The Press, McKinley's Bill, Springs Offering - Gratis, A Mystery - Two Orders a Nickle.",,,Salem, Oregon, U.S.,44.9391565,-123.033121
524,LOC Conundrum Supper,,,'1900-03-26,,Methodist Church Parlor,"Barre, Vermont",Barre Evening Telegram,,"Social lodge, No. 110",,,,,,,,Barre, Vermont, U.S.,44.197467,-72.502213
525,LOC Conundrum Supper,,,'1905-03-26,,"Workmen temple, 110 and 112 North Fourteenth street","Omaha, Nebraska",Omaha daily bee,,Ladies’ Aid Society,,,,,,,,Omaha, Nebraska, U.S.,41.2587459,-95.9383758
526,LOC Conundrum Supper,,,'1892-10-24,,Hazen Hall,"Barton, Vermont",Orleans County Monitor,,Sunday school of First Baptist church,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
527,LOC Conundrum Supper,,,'1910-10-22,,Church parlors,"Norwich, Connecticut",Norwich bulletin,"Despite proximity to the CS referenced on the issue from Oct. 20, they appear to be different events",Ladies of the M.E. Aid Society,,,,,,,,Norwich, Connecticut, U.S.,41.5242649,-72.0759105
528,LOC Conundrum Supper,,,'1896-03-27,,M.E. Church,"Canton, South Dakota",Dakota Farmers’ Leader,,Presbyterian C.E. Society,,,,,,,,Canton, South Dakota, U.S.,43.300815,-96.59282
529,LOC Conundrum Supper,,,'1901-10-22,,I W. Lewis,"Bellefontaine, Ohio",The Bellefontaine Republican,,Y.P.S.C.E. of the Disciples; assisted by the Ladies’ Aid,,,,,,,,Bellefontaine, Ohio, U.S.,40.3611643,-83.7596557
530,LOC Conundrum Supper,,,'1896-03-27,,McKenna block,"Yale, Michigan",The Yale expositor,Same event is referenced in the issue from April 03,Ladies of the Christian Church,,,,,,,,Yale, Michigan, U.S.,43.130026,-82.798263
531,LOC Conundrum Supper,,,'1910-03-27,,Church parlors,"Medford, Oregon",Medford Mail Tribune,Mentioned in on March 27 and April 03,Students of the academy,,,,,,,,Medford, Oregon, U.S.,42.3264181,-122.8718605
532,LOC Conundrum Supper,,,'1913-03-27,,Knight Hall,"St. Johns, Arizona",St. Johns herald and Apache news,,Ladies of the W.C.T.U.,,,,,,,,St. Johns, Arizona, U.S.,34.5058698,-109.3609327
533,LOC Conundrum Supper,,,'1898-10-22,,Rooms adjoining the post office on Main street,"Florence, Arizona",The Florence tribune,,The grange,,,,,,,,Florence, Arizona, U.S.,33.0314508,-111.3873431
534,LOC Conundrum Supper,,,'1909-10-22,,,"Easton, Connecticut",The Newtown bee,,,,,,,,,,Easton, Connecticut, U.S.,41.2528738,-73.2973394
535,LOC Conundrum Supper,,,'1892-03-28,,Institute Hall,"Barton, Vermont",Orleans County Montitor,,Ladies’ Union,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
536,LOC Conundrum Supper,,,'1909-03-24,,Parsonage,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Ladies of the Methodist Aid society,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
537,LOC Conundrum Supper,,,'1894-03-24,,Opera house,"Blackfoot, Idaho",Blackfoot news,,The grange,,,,,,,,Blackfoot, Idaho, U.S.,43.190039,-112.348357
538,LOC Conundrum Supper,,,'1911-10-25,,The Hall,"Newark, Delaware",Newark post,Same event is referenced elsewhere in the same newspaper and in the issue from October 04,Rev. Mr. Lyster,,,,,,,,Newark, Delaware, U.S.,39.6852191,-75.7508289
539,LOC Conundrum Supper,,,'1898-03-21,,F.F. Kimball’s,"Barton, Vermont",Orleans County Monitor,,Ladies of Earlington,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
540,LOC Conundrum Supper,,,'1901-03-21,,New Masonic Temple lodge rooms,"Earlington, Kentucky",The bee,Same event is referenced in the issue from March 14; contains 1-2 dishes,The Scorpion Club & Raymond Mason,,,,,,,,Earlington, Kentucky, U.S.,37.2742117,-87.5119435
541,LOC Conundrum Supper,,,'1902-03-21,,,"Brattleboro, Vermont",Windham County Reformer,,,,,,,,,,Brattleboro, Vermont, U.S.,42.8509152,-72.5578678
542,LOC Conundrum Supper,,,'1906-03-21,,GW Lumsden’s,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Owen’s Memorial Church,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
543,LOC Conundrum Supper,,,'1899-10-25,,Temperence hall,"Norfolk, Virginia",Virginian-Pilot,Also mentioned October 24. Menu included on October 25 issue.,Mrs. O.B. Sprague,,,,,"Substantials: 1. What Most People Need. 2. New England Brains. 3. An Ancient Sacrifice. 4. Producing Good and Evil. 5. An Impish Sailor. 6. Women of Grit. 7. A Distressed Country. 8. What manhood has been doing ever since Eve ate the Apple. Appetizers: 9. Labor's Stronghold. 10. The Mistrel's Last ? 11. Fruit of the Vine. 12. Tabby's Party. 13. Cultivated Taste. 14. A Fashionable Mince. 15. Hidden Tears. Deserts: 16. Ivory Manipulators. 17. A Weighty Matter. 18. Boston's Overthrow. 19. What Asthmatic People Are. 20. Coagulated Superfluity. 21. Sliced Sweetness. 22. Musical Cake. Extras: 23. What I do when I mash my finger, 10 cents. 24. Frost in Florida, 10 cents. Extracts of Cane, Meadow Dew, and Golden Grass served with the above dishes.",,,Norfolk, Virginia, U.S.,36.8462923,-76.2929252
544,LOC Conundrum Supper,,,'1904-03-24,,Residence of Mrs. O.B. Sprague,"Minneapolis, Minnesota",The Minneapolis journal,,YPCU,,,,,,,,Minneapolis, Minnesota, U.S.,44.9706705,-93.26821774
545,LOC Conundrum Supper,,,'1917-03-21,,,"Barton, Vermont",Orleans County Monitor,,JTBS Cub,,,,,,,,Barton, Vermont, U.S.,44.74844,-72.17431756
546,LOC Conundrum Supper,,,'1914-10-24,,Chapel at Bethlehem,"Wheeling, West Virginia",The Wheeling Intelligencer,,Christian Endeavor society in Raton,,,,,,,,Wheeling, West Virginia, U.S.,40.0639616,-80.7209149
547,LOC Conundrum Supper,,,'1898-03-22,,,"Santa Fe, New Mexico",Santa Fe new Mexican,,,,,,,,,,Santa Fe, New Mexico, U.S.,35.6869996,-105.9377997
548,LOC Conundrum Supper,,,'1900-03-23,,Residence of Mr. W.H. Grey,"Bagley, Maryland",The aegis & intelligencer,,,,,,,,,,Bagley, Maryland, U.S.,39.4984407,-76.3977394
549,LOC Conundrum Supper,,,'1907-10-24,,Vestry of the Union Church,"Burlington, Vermont",Burlington Weekly Free Press,,Ladies’ Aid society of St. Jame’s church of Rosebank,,,,,,,,Burlington, Vermont, U.S.,44.4762975,-73.2135472
550,LOC Conundrum Supper,,,'1905-10-24,,Mission hall,"Woodbridge, New Jersey",Perth Amboy evening news,,,,,,,,,,Woodbridge, New Jersey, U.S.,40.55418,-74.28600077
551,LOC Conundrum Supper,,,'1909-03-23,,,"Norwich, Connecticut",Norwich bulletin,Same event referenced in the issue from March 24,,,,,,,,,Norwich, Connecticut, U.S.,41.5242649,-72.0759105
552,LOC Conundrum Supper,,,'1894-03-22,,Methodist Church at Samantha,"Hillsboro, Ohio",The News-Herald,,Ladies of Syringa Circle,,,,,,,,Hillsboro, Ohio, U.S.,39.2022866,-83.611587
553,LOC Conundrum Supper,,,'1896-10-22,,The hotel,"Toledo, Oregon",Lincoln County Leader,,Baptist Ladies,,,,,,,,Toledo, Oregon, U.S.,44.621688,-123.938197
554,LOC Conundrum Supper,,,'1897-10-21,,Barrett Memorial Hall,"West Randolph, Vermont",Herald and News,Also mentioned on 28 October.,Woman’s Relief Corps,,,,,,,,West Randolph, Vermont, U.S.,43.925099,-72.666321
555,LOC Conundrum Supper,,,'1894-03-29,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned April 05.,The Young Ladies Society of Rev Halvorson’s East Koshkonong Church,,,,,,,,St. Johnsbury, Vermont, U.S.,44.4192249,-72.0150951
556,LOC Conundrum Supper,,,'1909-05-07,,Church basement,"Edgerton, Wisconsin",The Wisconsin Tobacco Reporter,,The Sunshiners,,,,,,,,Edgerton, Wisconsin, U.S.,42.8334738,-89.06949
557,LOC Conundrum Supper,,,'1910-05-07,,Baptist church parlors,"Waterford, Connecticut",Norwich bulletin,,Ladies’ Aid Society of the Greenville Reformed Church,,,,,,,,Waterford, Connecticut, U.S.,41.358659,-72.1519367
558,LOC Conundrum Supper,,,'1896-10-14,,Chapel of the church,"Jersey City, New Jersey",The Jersey City news,,Women’s Auxiliary of the Goffe Street Branch Y.M.C.A.,,,,,,,,Jersey City, New Jersey, U.S.,40.7281575,-74.0776417
559,LOC Conundrum Supper,,,'1897-05-08,,Association hall corner,"Richmond, Virginia",Richmond Planet,Unclear as to whether this event actually took place in Virginia. It seems to be under a “New Haven [Conneticut] News” section.,Epworth league,,,,,,,,Richmond, Virginia, U.S.,37.5385087,-77.43428
560,LOC Conundrum Supper,,,'1909-05-08,,Hunt’s Church,"Sherwood, Maryland",The Baltimore County union,,M.E. Church Ladies’ Aid society,,,,,,,,Sherwood, Maryland, U.S.,38.7615069,-76.3188387
561,LOC Conundrum Supper,,,'1916-10-13,,Town hall,"Guildhall, Vermnont",Essex County Herald,,Ladies of the WCTU,,,,,,,,Guildhall, Vermnont, U.S.,,
562,LOC Conundrum Supper,,,'1892-05-06,,Lender building,"Milbank, South Dakota",The Herald-Advance,Menu included,Ladies of the Presbyterian church,,,,,"Prairie Flower, raised in town; New England Brains; Essence of Dried Grass; Ruin of the World; Elevating Food; Pride of Boston; Lay of the Last Mistrel; Part of a Bell; Condensed Bovine Extract; What the United States has been taking a good deal of; Heavenly Manna; Soldiers Joy; Man's Delight; Preserved in the Ark; Chinese Cheer; All things to all Men; Domestic Animals Aloft; Meadow Dew; Impertinence; Porous Marine Substance; Spring's Offering; Something Appropriate for Single Men; Condition Lovers are in when they Quarrel; Ivory Manipulators.",,,Milbank, South Dakota, U.S.,45.219131,-96.635617
563,LOC Conundrum Supper,,,'1900-05-09,,Templars Hall Victor Montana,"Stevensville, Montana",The Western news,,"Sycamore camp, R.N.A.",,,,,,,,Stevensville, Montana, U.S.,46.510407,-114.094385
564,LOC Conundrum Supper,,,'1902-10-13,,Powderhorn hall,"Minneapolis, Minnesota",The Minneapolis journal,Same event is referenced in the issue from October 21,The Methodist Society,,,,,,,,Minneapolis, Minnesota, U.S.,44.9706705,-93.26821774
565,LOC Conundrum Supper,,,'1893-10-13,,,"South Londonderry, Vermont",The Londonderry Sifter,,Ladies’ Aid society of Camp Chapel M.E. church,,,,,,,,South Londonderry, Vermont, U.S.,43.1928538,-72.8142644
566,LOC Conundrum Supper,,,'1902-05-10,,Church grove,"Poplar, Maryland",The Baltimore County union,Same event is referenced in the issue from May 17,,,,,,,,,Poplar, Maryland, U.S.,39.3542743,-76.4524619
567,LOC Conundrum Supper,,,'1918-05-10,,Presbyterian Church,"Columbus, Ohio",The Mahoning Dispatch,,Ladies’ Aid society,,,,,,,,Columbus, Ohio, U.S.,39.9622601,-83.0007065
568,LOC Conundrum Supper,,,'1917-10-11,,Good Templats’ hall,"Princeton, Minnesota",The Princeton union,Same event is referenced is the issue from October 18,Universalists,,,,,,,,Princeton, Minnesota, U.S.,45.5726619,-93.5853656
569,LOC Conundrum Supper,,,'1892-05-11,,,"Deeatur, Michigan",The true northerner,,Epworth league of the Lester Park M.E. church,,,,,,,,Deeatur, Michigan, U.S.,,
570,LOC Conundrum Supper,,,'1891-05-10,,,"St. Pail, Minnesota",St. Paul daily globe,,The grange at the Centre,,,,,,,,St. Pail, Minnesota, U.S.,47.0418121,-93.59858198
